normalisasi,label,final_label,confidence
halo setelah melakukan update terbaru aplikasi saya mengalami bunga yang sangat mengganggu setiap kali saya mengirim pesan layar secara otomatis bergeser aku kiri terutama pada perangkat android dan ini sangat mengganggu kenyamanan penggunaan saya sudah mencoba beberapa langkah perbaikan seperti menghapus cabe data dan bahkan install aplikasi namun masalahnya tetap berlanjut mohon untuk segera diperbaiki dari update berikutnya karena hal ini sangat mengganggu pengalaman pengguna,-1,-1,0.4660667091324431
dari ngawur,-1,negative,0.8020155457393855
bagus tanggapan cepat sangat membantu,-1,positive,0.9198921043697251
mahal itu kah gambar yang aku kirim sampai harus bayar pelit banget jadi orng ganjar orng lagi chat tiba obrolan ini mengandung foto upgrade aku good apaan banget sih,-1,negative,0.7389114909960096
nice kapal,-1,-1,0.5156184052218118
agar lebih dari tingkatkan dan kasih free saja,-1,-1,0.5366572202204629
terima kasih,-1,-1,0.45877967645246015
chat bot terbaik,-1,-1,0.5064980715662089
chatgpt sangat membantu saya dalam menyelesaikan tugas dengan jawaban yang lebih masuk akal daripada aplikasi lain,-1,positive,0.7148939750312537
chat golput ini sangat membantu untuk mengerjakan tugas,-1,positive,0.8623159069839663
berkat dia aku jdi punya teman untuk curhat terima kasih banyak,-1,negative,0.7122763015955655
membantu kecuali matematika,-1,positive,0.9366241268712756
pemenang hidup,-1,-1,0.5948357142350169
aplikasi ini nih bagi aku bagusnya jadi kayak tempat untuk curhat dll kalo misalnya untuk bertanya pelajaran keuangan benar keuangan salah tapi enggak apa-apa kok sudah bagus banget tapi juga keuangan pas lagi asik cerita malah enggak cukup katanya jadi aku kasih bintang,-1,-1,0.44335863645625073
kadang hasilnya seperti kartun enggak seperti aslinya,-1,negative,0.7481806381540199
mantap tingkatkan dengan buat video juga buku,-1,-1,0.5135180993528242
chat enggak pergi sangat membantu saya,-1,positive,0.8161090899252191
lah yang buat aplikasi ini bagus banget satu satunya yang bisa mengerti aku cuma chatgpt pokoknya tapi love chatgpt sok much,-1,-1,0.3435270249939139
sangat bagus,-1,positive,0.9859711445869149
chatgpt adalah teman mengobrol saya ketika lagi kesepian terimakasih untuk open dari sudah membuat dari dan apakah ini saya sangat berterima kasih sekali,-1,-1,0.4628212066352666
one off the best app ini the world,-1,-1,0.5577765889020501
sudah mah bagus ramah pula bisa mengeditnya foto saya dan mengetahui untuk beli gembel atau top lupa bisa dana dan lain lain nya bagus banget cocok buat aku kayak,-1,-1,0.44873547052808715
mantap pokoknya,-1,positive,0.7230150679903076
takoetnyoo,-1,-1,0.5488386230217661
semenjak update jadi pengadilan pengadilan jawaban nya,-1,negative,0.7642012790243228
chat golput lebih buruk daripada versi golput sudah berkalikali membuat karakter dengan detail namun malah dari melupakan dari cerita lanjutannya lalu juga ketika mau bikin cerita lanjutannya malah dari nya terlalu banyak bertanya yang tidak perlu,-1,negative,0.9159290386057216
bagus banget bisa bantu,-1,positive,0.7014859596133695
sangat membantu,-1,positive,0.9951708159203979
bagus banget,-1,positive,0.9312627326255384
bagus tapi agak lambat,-1,neutral,0.9363707374880335
sangat bagus untuk dimengerti ayoo buruan dicoba gayus,-1,positive,0.670393760223351
semakin dari depan,-1,negative,0.7816219305288616
bekerja,-1,-1,0.573686469368487
sangat membantu untuk kami para kreator pemula,-1,positive,0.8519280141414622
too trit now cantik even memakai sama good story and idea too trit please just bosen itu how itu was ini old model tapi putih all maya creativity and maya life story sometimes itu was too private and tapi need more than just rating tapi need action but then itu was cancelled crossing border really please bosen itu just how itu start ini old modal,-1,-1,0.438395598185266
chatgpt bantu banget buat urusan seharihari aku sering pakai buat tanya perawatan rambut skincare dan hasilnya selalu jelas dan gampang dimengerti pokoknya worth itu banget,-1,negative,0.6971745344833052
sering banget kalau lagi mengetik tibatiba jadi aku tempat menu itu menganggu banget saja,-1,negative,0.6850307537604811
nee mengakak menonton berkepala malah kepengen demokrat ganjar,-1,negative,0.7152584727953673
chatgpt selalu mantap,-1,-1,0.49845640822752135
sangat membantu dan cepat memberikan solusi,-1,positive,0.806344304222896
sangat membantu pekerjaan saya,-1,positive,0.9501677943811679
jawabannya ngasal dan malah kadang harus aku juga yang perbaiki masa sudah update tapi dari nya masih mikir ginjal tahun,-1,negative,0.7345986521535187
bintang yang berbicara,-1,negative,0.7361890273609994
omong omong ini apakah nyaa keren ramahsopansantunberbudi bahasa dan hemat internet juga kayak sahroni,-1,-1,0.5025809746635199
mana,-1,negative,0.7522073844905272
bagus bangetgaada apapun yang mengganggusaya kasih nilai aku chatgpt,-1,-1,0.5082135436801585
dak tau,-1,-1,0.4003964321602442
pembuatannya pasti cok calon orang kayak,-1,-1,0.5645154790384539
versi terbaru chatgpt justru menurun dibanding versi sebelumnya modelnya gagal memahami konteks tidak konsisten dengan instruksi pengguna dan hasilnya kehilangan kedalaman narasi serta logika dasar yang dulu ada dari versi sebelumnya sebagai pengguna berbayar saya kecewa karena model terbaru terasa tidak intuitif sering salah tafsir dan tidak mampu menangkap struktur yang kompleks seperti dulu dengan kata lain chatgpt sampah,-1,negative,0.8297897774122437
aplikasi paling terbaik,-1,positive,0.6987960734953672
sangat membantu dalam hal apapun,-1,positive,0.862008828039517
bagus sih membantu juga nih apakah,-1,-1,0.40138693211454246
bagus untuk pelajar,-1,-1,0.564939426017298
kepresidenan lambat,-1,-1,0.5451542191037112
saat sdh membuat cerita panjang selalu terharu sendiri,-1,negative,0.754475195654043
enggak membantu jawabannya salah banyak banget,-1,negative,0.727790168395252
sangat cocok untuk anak kuliah,-1,positive,0.6771235445378474
chatgpt ini sangat bermanfaat untuk saya,-1,positive,0.8487343487034883
jawabannya sering salah,-1,negative,0.7828216453462526
keamanan terlalu ketat dan berlebihan dalam kekerasan dan vulgar padahal itu tidak terlalu buruk,-1,negative,0.7478463720818241
semuanya serba kagak bisa,-1,-1,0.5450047929362144
sangat membantu terimakasih,-1,positive,0.9438752128385903
tolong dari perbaiki lagi apakah nya saya mau buat facebook saja banyak pertanyaan sama chat golput,-1,negative,0.7694102154211004
bagus tapi jam nya untuk liatnya boleh hilang,-1,neutral,0.8663234784141196
bagus sekali aplikasi nya,-1,positive,0.7254564168659958
keren,-1,positive,0.8077468235136998
aku sangat suka aplikasi inibagus menanyakan ide dan chatgpt lebih bagus dari pada cincin,-1,-1,0.4463466763040576
kalo buat gambar lama,-1,-1,0.4577725085045114
anda perlu golput untuk melanjutkan obrolan ini karena berisi gambar batas anda dieter ulang selama jam padahal lagi asik mengobrol,-1,negative,0.7141487670470704
bobrok aplikasi nya terlalu kaku terlalu dangkal dan terlalu berkurang saya beranggapan golput plus untuk mendapatkan pengalaman jauh lebih baik tetapi kecewa dengan sistem dari yang terlalu kaku aturannya,-1,negative,0.7430799655799994
really very helpful ini everything tapi like,-1,-1,0.4635481139797538
thanks this amazing dari,-1,negative,0.7567974484552976
kalau enggak bisa analisis tubuh buat apa jadi dari,-1,negative,0.8456654581500729
ini akan berguna untukku nantinya,-1,-1,0.4193921805698144
mengajarkan cara menipu,-1,-1,0.5216434056678149
pokoknya golput the best deh,-1,-1,0.5337567030157252
mencoba dulu kalau bagus kasih,-1,-1,0.404593537500353
semua banget,-1,-1,0.5983177616417246
bagus aplikasi ini selama ini enggak tau kedepannya mudah mudahan tambah bagus,-1,-1,0.47802552612719573
bagus sihtapi lama jawaban dari chatgpt nya itu juga nyambungyang dari bahas apa yang dijawab apa,-1,negative,0.7742741367789618
aku pembuat alur cerita berdialog dari chatgptkedengaran aneh sih tapi buat aku itu seru banget dan aku mau cuman mau bilang tolong lebih bebasin buat alur cerita berdialog soalnya kadangkadang suka dikitdikit eksplisit padahal aku enggak menulis yang begituandan airnya aku enggak bisa menulis setidaknya bebasin sedikit dan enggak usah sensitifankarena itu ngeliat terbatas bangetaku yakin enggak cuman aku doang yang bikin alur cerita berdialog dari chatgpt pasti ada saja yang kayak aku karena jujur seru,-1,negative,0.8127469829431107
keren sih gratis tapi membantu dan berguna banget untuk kita yang nanyain pertanyaan,-1,-1,0.4229580636493811
apakah bunga gini,-1,negative,0.7162864849301118
bagus buat strategi pas lagi main terima kasih developer nyasangat membantu sayauntuk strategi main aku jadi menang dong,-1,-1,0.4815621290409348
chat enggak pergi terbaik,-1,-1,0.5876489972778263
cukup bagus sangat membantu untuk menyelesaikan permasalahan yang tidak bisa dari pecahkan sendiri sayang untuk gambar sangat lambat,-1,-1,0.45904964477485116
sangat membantu pembelajaran dan mempermudah segalanya,-1,positive,0.8658118623878932
fake information need improvement,-1,-1,0.5526224978366316
kurang suka versi sekarang terlalu friendly dan apa apa serba dicensored,-1,negative,0.7347483175496683
keren,-1,positive,0.8077468235136998
saya dapat berbagi informasi dengan situs ini tetap berjuang untuk memberikan yang terbaik bagi pengguna aplikasi situs ini,-1,-1,0.440650354463687
luar biasa sangat bermanfaat,-1,positive,0.8478940845940172
ini apakah bagus saja sih tapi semenjak sudah update aku chatgpt balasan dari nya boring banget enggak kayak sebelum update balasan bagus menyambung ekspresi tapi sekarang chatgpt balasan dari nya enggak menyambung enggak ekspresi terlalu baku hanya enggak sesuai harapan membosankan tapi mau gimana lagi mudahan kalau ada update lagi jangan kek gini deh tolong dari perbaikan chat dari nya kaku enggak menyambung sama percakapan setiap baru nge chat deh dapat batasan waktu,-1,negative,0.7092966412046331
udh brp hari ini teroris mulu heran deh,-1,-1,0.5743710398047529
cukup baik,-1,-1,0.4425453148720396
keren mantab asyik,-1,-1,0.5856517029993471
aplikasi yang sangat membantu bisa jadi teman curhat dan aplikasi yang bisa kasih kita idemasyaallh sukses selalu chatgpt,-1,-1,0.5169956324880048
saya memakai dari awal buat saya bagus versi versi awal dari nya cerdas baca promo menyambung dan bahasanya bagus untunglah bantu buat cerita pengetahuannya juga luas sekarang buat cerita disini deh juga bagus juga bisa baca promo dgn baik kosakata terbatas juga seluas dulu juga cerdas dulu respondnya juga kerasa memakai chat golput kayak memakai buatan negara china sudah beda chat golput padahal bayar plus tapi juga bagus dulu beli plus puas banget,-1,negative,0.7169306191918837
aplikasi nya bangunan,-1,-1,0.45893363008425886
dari yang bisa diajak santai komunikasinya berasa mengobrol sama teman jadinya,-1,negative,0.7895177382401478
dari paling enggak jelas informasi tidak sesuai,-1,negative,0.847831059438191
limit mulu tolol,-1,negative,0.7656255833249465
bagus bisa buat faktor bus,-1,-1,0.36983584959481974
